Function,DLL,Occurence,Family,Associated
GetMenuItemInfoA,USER32,1,{'nolabel': 1}
DrawTextA,USER32,2,"{'nolabel': 1, 'winfixer': 1}"
SystemParametersInfoA,USER32,2,"{'nolabel': 1, 'winfixer': 1}"
DrawIconEx,USER32,3,{'nolabel': 3}
DestroyIcon,USER32,4,"{'nolabel': 3, 'banload': 1}"
GetSystemMetrics,USER32,6,"{'nolabel': 4, 'winfixer': 1, 'banload': 1}"
GetDesktopWindow,USER32,3,"{'nolabel': 2, 'winfixer': 1}",Helper
GetDC,USER32,5,"{'nolabel': 3, 'winfixer': 1, 'banload': 1}",Spying
ReleaseDC,USER32,5,"{'nolabel': 3, 'winfixer': 1, 'banload': 1}"
AppendMenuA,USER32,1,{'nolabel': 1}
GetMenuItemCount,USER32,3,"{'nolabel': 2, 'winfixer': 1}"
ModifyMenuA,USER32,2,"{'nolabel': 1, 'winfixer': 1}"
GetMenuState,USER32,2,"{'nolabel': 1, 'winfixer': 1}"
GetMenuItemID,USER32,2,"{'nolabel': 1, 'winfixer': 1}"
CreateMenu,USER32,1,{'nolabel': 1}
CreatePopupMenu,USER32,1,{'nolabel': 1}
GetSysColorBrush,USER32,3,"{'nolabel': 2, 'winfixer': 1}"
LoadBitmapA,USER32,4,"{'nolabel': 2, 'winfixer': 1, 'banload': 1}"
GetSubMenu,USER32,2,"{'nolabel': 1, 'winfixer': 1}"
EnableWindow,USER32,6,"{'nolabel': 4, 'winfixer': 1, 'banload': 1}"
TabbedTextOutA,USER32,2,"{'nolabel': 1, 'winfixer': 1}"
DrawTextExA,USER32,2,"{'nolabel': 1, 'winfixer': 1}",Helper
GrayStringA,USER32,2,"{'nolabel': 1, 'winfixer': 1}"
DestroyCursor,USER32,3,"{'nolabel': 2, 'winfixer': 1}"
GetWindowLongA,USER32,4,"{'nolabel': 2, 'winfixer': 1, 'banload': 1}"
SendMessageA,USER32,4,"{'nolabel': 2, 'winfixer': 1, 'banload': 1}",Spying
IsMenu,USER32,1,{'nolabel': 1}
GetNextDlgTabItem,USER32,2,"{'nolabel': 1, 'winfixer': 1}"
GetParent,USER32,6,"{'nolabel': 4, 'winfixer': 1, 'banload': 1}"
SetCursor,USER32,3,"{'nolabel': 2, 'winfixer': 1}"
InvalidateRect,USER32,3,"{'nolabel': 2, 'winfixer': 1}"
ClientToScreen,USER32,4,"{'nolabel': 3, 'winfixer': 1}"
WindowFromPoint,USER32,3,"{'nolabel': 2, 'winfixer': 1}"
GetActiveWindow,USER32,3,"{'nolabel': 2, 'winfixer': 1}"
GetWindowRect,USER32,6,"{'nolabel': 4, 'winfixer': 1, 'banload': 1}"
DrawFocusRect,USER32,2,"{'nolabel': 1, 'winfixer': 1}"
